Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Ethiopia,ETH,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,-17.67065668,13.22028145,12.90948702,2.807315015,0.393303171,2.642189476,-10.98741913,-6.519588853,0.549614667,11.07755929,2.108988395,13.64489862,10.27211654,10.66616174,8.177187478,1.303568606,17.6354832,12.7439479,-5.114907985,2.972377102,-2.617063494,-4.08090893,-8.292553683,-17.12177624,,,,,,,,,,,,,,,
European Union,EUU,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.778873431,4.337874671,10.52646548,9.994110554,8.039288676,7.49017957,2.036998538,1.905722559,13.76716679,4.938892905,4.634663663,-0.093110327,4.868426454,0.12637703,3.473075989,5.805544749,5.715797036,6.374077023,3.127572744,-1.759995185,3.308231576,2.396639496,-5.99464056,3.177970316,3.135431678,3.974547618,4.191844428,4.412663513,7.782837388,8.673453795,2.887920559,
France,FRA,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,FRO,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.47189331,12.88941453,14.25596153,11.65997456,16.07572735,14.09897903,14.06519173,15.16653283,15.42027449,14.24024467,13.98474595,14.03593423,10.52113421,8.926581578,9.508567183,11.12614224,12.55405106,6.718942254,14.96771926,12.30404447,22.11128033,11.19885088,8.029059337,5.771890701,12.12316457,13.48416244,10.88379091,,
Gabon,GAB,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,Real interest rate (%),FR.INR.RINR,,,,,,,,2.657690416,2.080119549,0.55387546,-0.299762811,-0.449712102,0.290841701,-0.382676813,-5.266168893,-12.16740699,-3.485790094,-4.220039216,-2.121343086,-0.325891348,-2.832918831,1.510933257,4.200561617,4.473298562,4.427354465,6.389135547,6.29317099,4.073338882,3.733549918,5.471718172,6.378848676,4.957660347,6.041855275,3.193314414,4.013230422,-4.301166931,1.748899975,6.720383583,5.884892441,3.917477268,4.765491918,3.563385019,1.838240759,1.272565875,1.714791106,1.664488656,1.801227475,3.184462448,1.230162387,-1.223114798,-1.066845257,-1.652997551,-1.023060732,-1.583539432,-0.807141874,,,,,,,,,
Georgia,GEO,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.65777315,12.59343169,8.907306844,7.940375743,6.962913354,7.708841743,20.43890451,1.433684089,5.738730436,14.32906256,12.07973285,7.375924363,6.293046154,9.746311452,2.759985046,6.475863169,5.346402405,4.212777723,2.046547562,4.17802021,
Ghana,GHA,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gibraltar,GIB,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.633813505,-5.469330123,-4.141396945,3.314727695,-1.048072246,0.617798331,23.66678603,20.28236584,14.6752858,19.15785737,18.79631043,15.71537969,15.01263906,12.29996312,10.93101569,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,-17.88547999,-8.907682262,7.948365224,18.08058833,11.51499525,12.98220621,-45.94845708,24.32561222,19.91682355,20.45012127,20.27487219,15.80848626,33.46679226,18.93827331,27.09540134,21.31056585,21.80095962,12.32764712,14.56180197,-29.70805924,29.58576079,28.0808453,22.50814651,23.93164352,21.51562863,20.21468541,22.40355815,23.26043865,20.83094149,22.13467873,,,24.13189631,19.68012043,20.46808658,25.25839564,10.80522847,,
Guinea-Bissau,GNB,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.316174863,7.172377895,0.355080129,-6.660169927,7.623044421,2.086119507,-7.695813746,5.940223009,6.278171435,5.494736817,-6.197768724,-0.755350488,-0.75382977,,,,,,
Equatorial Guinea,GNQ,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,7.835629179,10.78175131,5.358728825,4.279088449,8.783509417,7.847316909,5.211646075,3.05430971,12.30758511,5.279920897,7.702599485,9.765036458,7.594953394,7.784522041,7.128352362,9.285551858,9.823877838,10.383237,8.493010368,7.87371781,10.89653084,12.13463967,7.991377657,7.391312726,4.988611962,7.267924037,1.558916371,11.00404266,10.0470161,10.43803745,5.580645485,6.166845617,8.346067682,6.037649233,5.836425342,6.684312296,8.599878241,4.106838563,7.154646579,3.653053914,4.585661941,
Greenland,GRL,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.588412693,6.448926428,13.77560364,13.15317506,26.02784521,9.763381368,10.05740833,7.344549242,6.969818057,7.411952972,5.341266302,3.641592342,9.892832099,7.803198652,6.113829832,9.778618455,9.906354068,10.60955538,10.75584871,10.12049423,11.11202392,11.50541688,8.859152325,9.382975822,9.244983675,5.365090342,
Guam,GUM,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,8.778220754,9.657107611,5.582384315,-3.589612088,0.42782349,2.410327062,-27.54117256,-6.936632349,-54.69841643,-15.14568615,-43.05818134,15.62141973,2.062071715,1.534184849,6.113205867,13.33847421,15.37895561,13.39943163,5.303299611,10.05349534,16.6319782,13.35647552,9.810426511,7.273623534,6.418515761,-58.3271743,5.914206812,4.589259232,13.235672,10.1656426,11.75877642,8.721191673,14.11241913,15.26002232,9.542339621,11.99409599,10.66604441,16.35987741,7.301759348,48.52033122,-11.06269565,-3.231598484,
High income,HIC,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.263834244,0.253114761,-2.334911527,-1.945332858,0.991196094,4.567189011,2.490656716,2.964855412,8.571469527,13.13352619,13.1100601,8.77333881,8.805606952,11.71128606,8.932432776,6.367947373,8.496934012,4.290460589,3.979948066,5.395760783,4.716598326,1.060804198,1.405387573,3.130817952,2.090121925,1.30881241,3.307529777,2.060070156,1.333312605,2.997902396,4.334007778,4.287392305,3.235148205,
Honduras,HND,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,8.130636193,11.65091414,12.52720682,14.39927492,13.69643576,13.0074711,5.676525794,3.516751219,-6.366507517,-3.491085581,17.37092159,10.05306851,2.749490935,2.615736404,9.770487562,13.05954277,18.48929367,20.98686506,17.43690983,14.50701917,16.70233414,14.22506592,12.61077139,10.76809208,11.47428245,9.359386039,9.412844122,10.95295752,13.55479289,9.971806992,14.35696298,18.45328242,12.88062187,12.83497683,15.09853656,14.10912758,15.55407811,12.68883956,11.8268994,11.71946197,5.003613416,
Heavily indebted poor countries (HIPC),HPC,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.96951263,8.024191052,7.002278912,11.04284536,7.412452849,5.106261359,8.662707232,6.976281597,7.831038826,7.831188273,5.827018715,4.848928582,4.319874694,8.326792705,9.360439302,7.884815344,7.947454374,8.443268703,8.420019467,,,,,,,,,
Haiti,HTI,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-29.48663993,-2.560832097,9.18800988,1.362148035,1.395075681,7.532693464,-39.12982237,4.063344806,7.000963748,4.427537815,4.94294279,11.92660451,11.3183065,18.2217519,4.558151257,5.132279672,9.393317859,6.987364203,0.671275932,0.597120821,8.368648167,7.335487257,-2.135389706,-0.905881388,6.163884499,-4.740152624,-3.413247767,-4.718161778,,
Hungary,HUN,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.497899981,3.419028476,6.618854514,4.636167513,4.410760448,1.252168709,4.841254061,7.603942145,2.752713327,0.963652219,1.921863015,3.955080634,7.35881292,5.76253091,4.266708401,3.454232985,5.1290212,6.56224477,4.929511313,6.270716359,5.937038459,3.387825758,0.727927851,0.123325583,0.758582251,-2.449840292,-3.220353563,-2.855934221,-4.176606879,-3.269817437,-3.348651972,
IBRD only,IBD,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,18.70733999,4.955648834,13.27896243,11.49765772,10.73478336,15.26787221,15.60691172,1.203573125,9.263077251,8.162954672,9.699419193,8.213565481,-24.60016808,11.82652643,-1.65421247,3.719985958,12.32241249,10.85207115,5.134410231,-0.245735468,1.658151422,2.339674092,-3.852245027,5.747952096,-1.746097536,4.594376749,7.750188565,6.374931242,6.792118581,8.349910635,9.224432344,6.501563996,6.471249839,8.62940479,9.98592672,2.753758913,-0.956342956,
IDA only,IDX,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,10.77463133,-1.061145746,4.476508261,5.118236741,7.774707244,7.320986685,7.94709992,8.681673585,9.093224145,6.560180094,7.638632996,7.435843248,5.269526998,3.624716596,9.132749406,5.814776512,4.337109738,5.864178109,7.7929943,6.909578995,5.121276329,9.191247322,8.342610831,8.591449296,7.907177189,7.30788116,4.910128302,4.855145174,2.570606701,5.681844064,3.77175625,4.808592109,-1.983859223,1.317979709,2.473521635,3.865992881,6.695176086,7.556488421,6.232711412,5.327608868,5.361666382,6.894875426,4.203910407,0.147236062,0.315334365,
Not classified,INX,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.461675857,-3.467024754,-0.508448106,-8.897954188,-6.214920244,7.076087984,-3.350481528,-16.79755009,-6.686527474,-18.84519306,3.86413889,13.98544676,7.861272686,,,,,,,
Iraq,IRQ,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.322292784,1.002486201,-3.447817825,-16.51813572,-7.046009199,3.793137666,-8.419722882,44.33097173,-1.922094573,-8.467921829,10.90655086,13.58817382,15.89852702,60.87670955,26.39970828,,,,,,,
Iceland,ISL,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.713222928,9.865850697,7.705447016,9.469769491,12.28092481,8.505916523,8.967920185,11.40205425,9.098273308,11.36328502,8.555127009,14.33644941,7.143954326,7.385020293,3.655369094,4.463192565,4.72101403,5.901739895,3.457644457,1.466679258,5.843688141,6.260183009,4.212530388,2.386847746,1.676555843,-1.025642837,-1.213839878,
Israel,ISR,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.567860031,3.216712173,1.115796421,3.051354797,3.532373022,2.672702952,1.666483949,2.243243553,0.952189943,-1.591548583,
Italy,ITA,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.291348365,5.4521761,6.585797062,11.64704481,10.34007128,8.15255756,7.920644404,7.952252544,7.743308891,6.094069227,4.736635744,5.138245886,4.128903875,3.158738554,2.600677732,2.762226465,3.23826981,3.424166712,3.762434675,4.332593826,3.027009099,3.579685793,2.944663726,3.619198647,3.951211997,3.917647828,3.167866234,2.335325877,2.258088639,1.59483303,1.64891714,0.737515246,0.738617372,-0.69136769,
Jamaica,JAM,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,2.36180738,1.216593549,-10.1844178,-1.662053785,-2.24424896,7.148892159,7.499940703,0.007327129,-12.79070919,-2.811052272,0.377481935,13.19593008,11.72209101,11.43398394,4.302950753,-8.574057862,-9.51239671,-5.951801115,13.99636859,14.68989268,17.63412732,21.21680819,19.00286121,18.78944944,11.5395515,11.87314992,8.633558839,6.506314028,4.677446369,5.285866926,8.07942404,5.279057528,2.88781677,4.276962292,9.693284432,12.96180044,10.37456239,8.578676322,9.620375908,9.677050802,11.2974879,7.841678201,8.668017564,9.513194465,8.309335384,3.786210143,-1.234776194,
Jordan,JOR,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.95795268,6.230650638,12.74661342,12.26379235,10.08388381,9.169880498,6.999114167,5.006628047,5.490036198,-2.233285551,3.453389478,-11.80766163,5.898580861,0.875955637,2.646406244,3.9901971,2.700469426,5.360006858,6.172976266,6.662253029,6.49396019,6.24663281,7.755620048,8.2474039,4.708471174,4.646954023,
Japan,JPN,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.312357955,3.93924918,4.050494997,3.117254681,1.934613154,2.348223426,3.444634362,3.449521334,3.087795385,3.301822933,3.48582884,2.924240609,2.90562806,2.548823046,2.606878389,2.846981386,2.306032611,3.545761915,3.174489687,2.180076528,1.664021933,-0.459381592,-0.94844123,0.62219276,1.069144407,,,,,,
Kazakhstan,KAZ,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,20.06938633,7.701926991,-1.092377058,-5.64352717,-1.640905658,-7.490083755,-5.902336362,6.712201813,4.128561073,0.942589238,1.410506084,2.605412414,3.572394451,3.835120319,5.257537652,4.864495046,8.157389637,8.026232319,6.815211935,7.332797066,5.745512648,1.825329188,3.413472407,16.42810989,15.80164834,-5.77658854,16.87956849,21.09632603,17.45404878,15.32743345,17.81250097,17.35814064,9.770510927,5.045257597,7.609987546,-8.009866971,4.819090788,-0.984996972,-10.09600357,12.52695849,4.526185832,9.313511345,9.29394636,8.249078992,6.268805783,10.11812871,5.656747616,8.487960475,7.831100748,6.714634409,7.427581005,5.968446875,
Kyrgyz Republic,KGZ,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.12149532,36.81333224,43.87352863,15.58210304,23.05040235,30.5208227,33.19094321,19.30883194,17.34746592,13.4139691,12.50607123,7.261727074,3.019118025,21.74040098,12.43804432,1.058988813,13.19759191,17.59058869,10.80871832,19.53336065,17.42687927,12.68917742,15.53033704,8.364750017,11.10267685,0.543018694,1.725911441,
Cambodia,KHM,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,0.717769745,-6.721451348,2.617702562,8.746617926,5.011927147,7.013256002,4.88139592,4.970902692,3.714168545,5.385347301,3.510706605,7.597846456,5.191597987,8.126660351,4.395984907,10.02909009,10.2131381,5.956906649,8.386958377,8.200496852,17.88365272,7.493374094,7.167938678,10.37383558,6.176204043,11.85115854,-4.263509617,2.778076366,7.115303337,5.541127836,8.044252485,3.582667814,9.565946497,8.479577375,7.912525967,9.633420117,7.844075158,3.852510551,9.247580273,9.765081872,15.20442835,9.323485237,3.602176588,
"Korea, Rep.",KOR,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.679742736,7.570319386,10.34041448,10.7579741,7.447142697,4.087645473,3.626044041,2.693739372,2.692081299,4.505016532,6.224588621,4.034859563,4.222685184,1.969452026,2.700250556,4.418990751,4.092791268,3.588241715,3.326270741,0.337001849,1.354559423,1.2266202,3.164269211,4.321429493,1.218859926,0.117975152,2.978979865,
Kuwait,KWT,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5631803,14.31942795,3.355883388,-5.834464731,14.18069143,31.49230024,-8.068204393,-9.670492972,16.90807086,1.268606946,0.472936585,-5.149114942,-11.72097796,-6.539551299,4.054288247,-9.312048743,28.15807975,-5.113880201,-10.28946083,-2.303567908,4.328792853,11.82552112,40.859904,12.14502217,-9.925197823,-5.797166075,5.194889384,20.96763631,-17.87517338,-12.71174559,
Latin America & Caribbean (excluding high income),LAC,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,LAO,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5322976,18.87483107,12.72449402,15.13399663,5.000306938,11.67268672,,-29.932136,-42.09865184,5.771115148,15.88950025,21.64710396,15.02855589,16.76709694,16.7460943,17.32311831,19.60354616,13.90416092,28.54400474,12.28603495,,,,,,,,,,,,,
Lebanon,LBN,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.15344956,21.16039869,-6.531972114,-28.9859086,3.034490896,14.84184474,12.65987862,23.06925464,7.838176764,,18.51498374,20.67041118,19.00416046,11.11435384,11.66594611,12.19354397,11.82784324,9.297376921,6.906533194,2.260586371,-0.649418007,7.713429522,4.431035601,-0.220386929,4.649984661,7.161348674,3.633832079,7.414932183,5.396472991,3.385546529,6.166022462,,,,
Liberia,LBR,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.26684749,21.90277433,1.337680824,1.058508133,16.4626541,5.834631673,2.703595526,-2.495873094,17.38281664,7.257863943,2.54895434,5.307353478,8.378989667,12.58084393,13.53546469,6.185715732,16.29470396,,,,,,
Libya,LBY,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.566178581,-0.172482038,-15.91177364,-6.437915462,-13.47576608,-17.45645574,-11.15159928,3.475825037,-14.3153031,41.04610281,-11.1323837,-14.75176708,0.017049601,5.909561345,7.077849938,,,,,,,,,
St. Lucia,LCA,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,5.913103336,23.11125538,11.04926236,-4.144224141,9.86814334,9.833815242,5.573190266,10.4969677,6.350404806,2.681317942,6.089792127,10.87546923,10.70222547,8.267746271,7.250363083,12.30265291,9.53408906,8.76067737,10.22054708,11.81528447,14.01282571,12.12586335,9.287497971,10.28978127,3.469106,5.332397301,6.304614312,7.36560346,10.23099536,4.926560929,8.47001457,7.339185449,2.895599233,4.821813595,5.473051879,8.688561816,4.646662259,7.96112447,4.707764103,6.187577533,-1.976734216,3.278104278,
Latin America & Caribbean,LCN,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.514847021,4.676585245,1.468679128,0.611364964,0.312845407,1.413562674,2.6732136,2.204690475,9.248011791,-13.17004174,5.223912626,2.551872342,5.835557368,5.80537155,3.827736643,4.789413237,5.780781478,6.959910977,7.098875133,,,,
Lower middle income,LMC,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,-21.53231187,2.152199638,22.96715836,3.459962544,8.769773034,0.807771147,-2.440022224,-0.546631972,-5.341751707,3.405381815,7.520733241,1.844037158,3.783612427,4.074970708,6.016113702,3.154220338,11.04345585,8.268648114,9.224945363,10.10923966,10.17067381,4.558152776,2.541936266,13.25297161,2.531567097,5.469852928,2.607097868,22.30461717,-0.456542828,10.41083191,5.587195106,0.916378131,7.767625335,-0.326347465,-3.240849545,0.332986111,11.00555235,10.28362868,-0.354225598,8.798027721,1.121036004,8.062758772,4.558217507,
Late-demographic dividend,LTE,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macao SAR, China",MAC,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,0.837338333,-4.588556555,-0.728965644,-1.710571837,-0.473703172,-2.001661329,-6.527385346,-2.77249473,1.124211185,1.587353948,7.128895058,7.93477252,13.16970382,10.77651614,11.84277061,9.60980964,7.546308771,5.946444537,4.000885055,1.401860721,0.941568594,-0.876705726,-4.221251691,4.288347893,0.438268291,-2.084498301,-1.562774168,-2.304507854,-3.201054194,0.704162553,4.350824857,3.035850525,1.688690113,2.883729676,5.53367085,6.193435761,5.796727777,
St. Martin (French part),MAF,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,MCO,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.89444896,18.50801429,19.51665646,-3.038070825,5.063989539,14.81401254,12.46889605,3.850743706,11.99332888,9.069245858,4.152944178,2.516018782,10.81971634,17.98461815,-12.71140672,5.774285124,5.579684183,8.054277576,5.582189224,2.30781539,10.35737418,3.868370945,5.461109875,2.75105923,2.467431084,0.95405304,-6.252693199,
Madagascar,MDG,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1386915,12.46330729,15.60234804,9.106190173,14.23774467,-7.708603896,-9.582880005,13.1421813,24.73047361,19.57446231,18.71538152,13.71748554,16.29313653,7.512090325,26.40392902,9.307729864,6.345836977,15.69472563,27.1897603,33.97056149,35.24764237,32.46410144,38.15134299,48.03324403,50.76010319,49.90850314,47.14666449,46.84276932,52.43678815,43.48334497,39.87708944,42.71405656,39.04941825,37.38769627,
